mission,date,date_time,latitude,longitude,sample_type,sample_source,snow_thickness,code_operation,station,station_type,cast,bottle,bottom_depth_m,depth_m,filter_type,quality_flag,dilution_factor,no3_um_l,no2_um_l,no2_and_no3,po4_um_l,sioh4_um_l,n_ice_samples_ice_camp_2016,method,pi
ice_camp_2016,2016-05-20,2016-05-20T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,swinnex,NA,NA,4.56,0.136,NA,0.955,6.919,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-20,2016-05-20T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,gff,NA,NA,4.572,0.148,NA,0.956,7.084,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-20,2016-05-20T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,swinnex,NA,NA,4.653,0.127,NA,0.975,6.846,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-20,2016-05-20T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,gff,NA,NA,4.663,0.171,NA,0.959,6.964,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-20,2016-05-20T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,swinnex,NA,NA,4.727,0.187,NA,0.99,7.1,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-20,2016-05-20T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,gff,NA,NA,4.93,0.148,NA,0.989,7.379,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-20,2016-05-20T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,swinnex,NA,NA,4.934,0.179,NA,1.006,7.333,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,gff,NA,NA,5.063,0.096,NA,0.878,7.127,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,swinnex,NA,NA,4.506,0.178,NA,0.912,6.586,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,gff,NA,NA,4.562,0.178,NA,0.922,6.279,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,swinnex,NA,NA,4.673,0.176,NA,0.964,6.544,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,gff,NA,NA,4.46,0.076,NA,0.958,6.184,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,swinnex,NA,NA,4.558,0.151,NA,0.988,6.545,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,gff,NA,NA,4.602,0.141,NA,0.941,6.302,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,swinnex,NA,NA,4.635,0.188,NA,0.989,6.672,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,gff,NA,NA,4.898,0.192,NA,1.004,6.585,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,swinnex,NA,NA,4.846,0.193,NA,1.006,6.953,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,gff,NA,NA,5.143,0.2,NA,1.012,7.024,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-23,2016-05-23T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,swinnex,NA,NA,5.198,0.143,NA,1.035,7.474,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,gff,NA,NA,4.537,0.175,NA,0.931,5.485,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,swinnex,NA,NA,4.556,0.17,NA,0.862,5.618,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,gff,NA,NA,4.593,0.187,NA,1.009,5.542,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,swinnex,NA,NA,4.495,0.058,NA,0.93,5.45,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,gff,NA,NA,4.76,0.232,NA,1.009,5.47,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,swinnex,NA,NA,4.65,0.178,NA,0.967,5.658,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,gff,NA,NA,4.693,0.067,NA,1.007,5.612,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,swinnex,NA,NA,4.767,0.124,NA,1.003,5.51,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,gff,NA,NA,4.849,0.07,NA,0.997,5.655,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,swinnex,NA,NA,4.999,0.124,NA,1.006,6.936,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,gff,NA,NA,4.976,0.176,NA,1.061,6.038,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-25,2016-05-25T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,swinnex,NA,NA,4.966,0.109,NA,1.013,6.105,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,gff,NA,NA,4.695,0.042,NA,0.908,6.035,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,swinnex,NA,NA,4.666,0.04,NA,0.77,6.603,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,gff,NA,NA,5.11,0.074,NA,0.979,6.306,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,swinnex,NA,NA,4.86,0.08,NA,0.897,6.798,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,gff,NA,NA,4.68,0.039,NA,0.989,6.45,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,swinnex,NA,NA,4.655,0.038,NA,0.879,6.658,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,gff,NA,NA,4.81,0.085,NA,0.992,6.342,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,swinnex,NA,NA,4.741,0.067,NA,0.914,6.864,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,gff,NA,NA,4.909,0.12,NA,1.031,6.303,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,swinnex,NA,NA,5.587,0.104,NA,0.972,7.031,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,gff,NA,NA,5.626,0.112,NA,1.053,6.632,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-27,2016-05-27T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,swinnex,NA,NA,5.062,0.019,NA,0.952,7.116,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,gff,NA,NA,5.698,0.09,NA,0.888,6.823,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,swinnex,NA,NA,4.971,0.103,NA,0.829,6.804,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,gff,NA,NA,NA,NA,NA,NA,NA,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,swinnex,NA,NA,4.911,0.087,NA,0.852,6.831,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,gff,NA,NA,4.771,0.07,NA,0.877,6.828,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,swinnex,NA,NA,4.979,0.088,NA,0.901,7.032,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,gff,NA,NA,4.858,0.072,NA,0.863,6.992,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,swinnex,NA,NA,5.192,0.1,NA,0.89,7.08,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,gff,NA,NA,5.084,0.097,NA,0.859,7.241,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,swinnex,NA,NA,4.982,0.031,NA,0.923,7.092,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,gff,NA,NA,5.346,0.105,NA,0.948,7.426,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-05-30,2016-05-30T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,swinnex,NA,NA,5.775,0.093,NA,0.955,7.454,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,gff,NA,NA,4.981,0.117,NA,0.833,6.7,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,swinnex,NA,NA,4.908,0.137,NA,0.82,6.614,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,gff,NA,NA,5.368,0.088,NA,0.875,6.525,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,swinnex,NA,NA,5.612,0.067,NA,0.827,6.366,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,gff,NA,NA,4.799,0.053,NA,0.833,6.582,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,swinnex,NA,NA,4.714,0.063,NA,0.814,6.464,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,gff,NA,NA,4.84,0.077,NA,0.892,6.701,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,swinnex,NA,NA,4.72,0.053,NA,0.758,6.559,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,gff,NA,NA,4.986,0.082,NA,0.844,6.819,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,swinnex,NA,NA,4.721,0.038,NA,0.891,6.714,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,gff,NA,NA,5.438,0.069,NA,0.941,7.482,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-01,2016-06-01T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,swinnex,NA,NA,5.678,0.075,NA,0.946,7.527,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,gff,NA,NA,4.826,0.076,NA,0.762,6.682,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,swinnex,NA,NA,4.845,0.118,NA,0.806,7.181,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,gff,NA,NA,4.815,0.125,NA,0.832,6.248,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,swinnex,NA,NA,4.569,0.1,NA,0.82,6.639,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,gff,NA,NA,4.869,0.12,NA,0.882,6.749,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,swinnex,NA,NA,4.934,0.095,NA,0.901,6.931,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,gff,NA,NA,4.928,0.111,NA,0.862,6.773,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,swinnex,NA,NA,4.821,0.117,NA,0.903,6.883,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,gff,NA,NA,5.006,0.126,NA,0.876,6.853,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,swinnex,NA,NA,4.938,0.127,NA,0.927,7.001,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,gff,NA,NA,5.213,0.159,NA,0.905,7.152,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,swinnex,NA,NA,4.986,0.05,NA,0.884,7.055,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,100,gff,NA,NA,8.458,0.083,NA,0.98,11.246,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,100,swinnex,NA,NA,8.079,0.058,NA,0.984,11.214,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,200,gff,NA,NA,12.89,0.028,NA,1.154,15.443,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,200,swinnex,NA,NA,13.011,0.091,NA,1.052,15.612,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,350,gff,NA,NA,17.16,0.068,NA,1.236,21.005,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-03,2016-06-03T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,350,swinnex,NA,NA,17.125,0.048,NA,1.285,20.864,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,gff,NA,NA,4.914,0.167,NA,0.853,7.172,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,swinnex,NA,NA,5.045,0.116,NA,0.795,6.901,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,gff,NA,NA,4.569,0.112,NA,0.858,6.702,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,swinnex,NA,NA,4.757,0.102,NA,0.807,6.521,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,gff,NA,NA,4.809,0.128,NA,0.908,7.079,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,swinnex,NA,NA,4.877,0.13,NA,0.878,6.941,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,gff,NA,NA,4.854,0.132,NA,0.895,7.043,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,swinnex,NA,NA,5.137,0.144,NA,0.901,6.965,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,gff,NA,NA,4.873,0.139,NA,0.902,7.055,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,swinnex,NA,NA,5.066,0.09,NA,0.849,7.024,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,gff,NA,NA,5.292,0.173,NA,0.942,7.351,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-06,2016-06-06T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,swinnex,NA,NA,5.488,0.116,NA,0.919,7.127,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,gff,NA,NA,4.887,0.113,NA,0.859,7.071,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,underice,NA,NA,NA,NA,NA,NA,NA,0,swinnex,NA,NA,4.801,0.047,NA,0.763,6.629,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,gff,NA,NA,4.386,0.142,NA,0.818,6.497,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,1.5,swinnex,NA,NA,5.05,0.098,NA,0.787,6.239,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,gff,NA,NA,5.756,0.146,NA,0.884,7.148,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,5,swinnex,NA,NA,4.95,0.123,NA,0.871,6.854,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,gff,NA,NA,4.824,0.045,NA,0.89,7.037,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,10,swinnex,NA,NA,5.202,0.147,NA,0.912,6.928,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,gff,NA,NA,5.051,0.12,NA,0.913,7.223,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,20,swinnex,NA,NA,5.182,0.121,NA,0.909,7.033,NA,colorimetry/autoanalyser,"Raimbault, P."
ice_camp_2016,2016-06-08,2016-06-08T00:00:00Z,67.47973333,-63.78953333,water,niskin,NA,NA,NA,NA,NA,NA,NA,40,gff,NA,NA,5.472,0.155,NA,0.938,7.421,NA,colorimetry/autoanalyser,"Raimbault, P."
